"model","n","depth","trial","key","generated","extracted","correct","category"
"flat","32768","0.5","13","86345"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.5","14","87309"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.5","15","80764"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.5","16","10401"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.5","17","79260"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.5","18","92168"," the sun is the sun is the sun is the sky is","","False","cat3"
"flat","32768","0.5","19","25334"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","0","75197"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","1","26716"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","2","22988"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","3","22158"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","4","10958"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","5","72570"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","6","40753"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","7","72540"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","8","14565"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","9","59114"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","10","48522"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","11","18440"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","12","34670"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","13","22337"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","14","29482"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","15","36101"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","16","79951"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","17","75843"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","18","25957"," the sun. The sun is the sun is the sun is","","False","cat3"
"flat","32768","0.9","19","79023"," the sun. The sun is the sun is the sun is","","False","cat3"
"ssra","1024","0.1","0","38093"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","1","90788"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","2","50746"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","3","42342"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","4","59563"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","5","86518"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","6","46473"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","7","30321"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","8","16336"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","9","18109"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","10","29261"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","11","45222"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","12","42994"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","13","88290"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","14","41843"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","15","87241"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","16","77338"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","17","66441"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","18","74167"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.1","19","15795"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","0","47004"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","1","92540"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","2","16159"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","3","81754"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","4","33678"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","5","40790"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","6","49853"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","7","75983"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","8","86816"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","9","81441"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","10","92369"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","11","76613"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","12","10635"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","13","92047"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","14","23415"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","15","92714"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","16","30409"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","17","79322"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","18","18670"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.5","19","26490"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","0","13479"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","1","85396"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","2","13424"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","3","76008"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","4","58288"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","5","83106"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","6","17731"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","7","58848"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","8","77347"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","9","93325"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","10","19030"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","11","23568"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","12","87729"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","13","99751"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","14","45296"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","15","27447"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","16","11210"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","17","62063"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","18","97189"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","1024","0.9","19","24199"," the pass key. The pass key is the pass key.","","False","cat3"
"ssra","2048","0.1","0","40606"," aederal or an X and your a)|- a a","","False","cat3"
"ssra","2048","0.1","1","13190"," aederal or an new possible aaware a a a a","","False","cat3"
"ssra","2048","0.1","2","11782"," aederal or an X. a and a)| a a","","False","cat3"
"ssra","2048","0.1","3","39741"," aederal and the a or a and). and po and","","False","cat3"
"ssra","2048","0.1","4","44770"," aederal or an new possible aaware a a a a","","False","cat3"
"ssra","2048","0.1","5","49105"," aederal or an X and Aforest- a a a","","False","cat3"
"ssra","2048","0.1","6","44579"," aederal or an X and Aforest- a a a","","False","cat3"
"ssra","2048","0.1","7","39130"," aederal or an X. a and a)| a a","","False","cat3"
"ssra","2048","0.1","8","98676"," aederal or an X. a)| and aincome a","","False","cat3"
"ssra","2048","0.1","9","16709"," aederal or an X. a)| and aincome a","","False","cat3"
"ssra","2048","0.1","10","12278"," aederal or an X. a by a b and possible","","False","cat3"
"ssra","2048","0.1","11","24905"," aederal or an X. a and a themselves.)|","","False","cat3"
"ssra","2048","0.1","12","33920"," aederal or an X and Aforest- a a a","","False","cat3"
"ssra","2048","0.1","13","70710"," aederal or an X and a themselves and and po and","","False","cat3"
"ssra","2048","0.1","14","35929"," aederal or an X and aederal or a)| a","","False","cat3"
"ssra","2048","0.1","15","38934"," aederal or an X. a)| and a)| and","","False","cat3"
"ssra","2048","0.1","16","93010"," aederal or an X. a and a themselves aederal","","False","cat3"
"ssra","2048","0.1","17","27433"," aederal or an X and a)| and aincome a","","False","cat3"
"ssra","2048","0.1","18","74416"," aederal or an new possible aaware a a a a","","False","cat3"
"ssra","2048","0.1","19","98730"," aederal and the possible a aaware a a a a","","False","cat3"
"ssra","2048","0.5","0","10880"," a aederal or a)| and aederal or a and","","False","cat3"
"ssra","2048","0.5","1","19945","- by and A- a by- by- by-","","False","cat3"
"ssra","2048","0.5","2","10818"," aederal or aederal is a by a)| a a","","False","cat3"
"ssra","2048","0.5","3","14380"," aederal or aederal is a by aincome, a","","False","cat3"
"ssra","2048","0.5","4","85135"," a by which yourederal or and a air and air-","","False","cat3"
"ssra","2048","0.5","5","95476"," a by which yourederal your a a)|- A-","","False","cat3"
"ssra","2048","0.5","6","81344"," aederal or aederal is a by aincome, a","","False","cat3"
"ssra","2048","0.5","7","94351"," a by which your ahealthy)| and your a)|-","","False","cat3"
"ssra","2048","0.5","8","15545"," aederal or aederal or a)| and aederal and","","False","cat3"
"ssra","2048","0.5","9","74098"," a aederal or a and a).).).).).","","False","cat3"
"ssra","2048","0.5","10","29041"," a aederal or a)| and aederal or a and","","False","cat3"
"ssra","2048","0.5","11","50911"," aederal or aederal is a by a)| a a","","False","cat3"
"ssra","2048","0.5","12","86584"," aederal or aederal is a air and po- a","","False","cat3"
"ssra","2048","0.5","13","14907"," aederal aederal.)| and a)| and a)|","","False","cat3"
"ssra","2048","0.5","14","37953"," aederal or aederal is a by a)| a a","","False","cat3"
"ssra","2048","0.5","15","46974"," aederal or aederal is a by a)| a a","","False","cat3"
"ssra","2048","0.5","16","81903"," aederal or aederal is a by a)| a a","","False","cat3"
"ssra","2048","0.5","17","82135"," aederal and the a)| and aederal) and a","","False","cat3"
"ssra","2048","0.5","18","92757"," aederal aederal and a andhealthy- X and a","","False","cat3"
"ssra","2048","0.5","19","72196"," a by which your a a a by a by a by","","False","cat3"
"ssra","2048","0.9","0","84558"," a by which a by a by a by a themselves-","","False","cat3"
"ssra","2048","0.9","1","31860"," a by which a by a anhealthy)| a a a","","False","cat3"
"ssra","2048","0.9","2","89548"," a by which a by a a a a andhealthy or","","False","cat3"
"ssra","2048","0.9","3","10355"," a by by which a an a by a by a by","","False","cat3"
"ssra","2048","0.9","4","61884"," a by by which a a a a or)| by a","","False","cat3"
"ssra","2048","0.9","5","88284"," and and and which a or a)| andincome or a","","False","cat3"
"ssra","2048","0.9","6","18755"," a by which a by a by a by a themselves-","","False","cat3"
"ssra","2048","0.9","7","71448"," a by which a by a a a a andhealthy or","","False","cat3"
"ssra","2048","0.9","8","16053"," a by by which a a a by a by a by","","False","cat3"
"ssra","2048","0.9","9","94058"," a by which a by which- by a themselves- by","","False","cat3"
"ssra","2048","0.9","10","59241"," a by which a by a a a a andhealthy or","","False","cat3"
"ssra","2048","0.9","11","14130"," a by which a by a by a by a themselves-","","False","cat3"
"ssra","2048","0.9","12","86402"," and and and which and- a or a) and a","","False","cat3"
"ssra","2048","0.9","13","69599"," a by which a by a an by a by a by","","False","cat3"
"ssra","2048","0.9","14","52713"," a by which a by a by a by a by a","","False","cat3"
"ssra","2048","0.9","15","27643"," a by by which a a by a themselves- by a","","False","cat3"
"ssra","2048","0.9","16","77378"," a by which a by a by a by a themselves-","","False","cat3"
"ssra","2048","0.9","17","27810"," a by which a by a by a by a themselves-","","False","cat3"
"ssra","2048","0.9","18","62485"," a by which a by a a a a andhealthy or","","False","cat3"
"ssra","2048","0.9","19","26473"," a by which a by a by a by a themselves-","","False","cat3"
"ssra","4096","0.1","0","32177","Whroduction thatICEFWhroduction""). that plant that plant plant","","False","cat3"
"ssra","4096","0.1","1","61029","Whroduction thatICEFWhroduction""). that plant that plant plant","","False","cat3"
"ssra","4096","0.1","2","17390","Whroduction thatICEFWhroductionWhroduction that plant plant plant","","False","cat3"
"ssra","4096","0.1","3","40999","alo thatroductionWhnalupICEF."" thatforestWhforest","","False","cat3"
"ssra","4096","0.1","4","66081","Whroduction thatICEFWhroduction""). that plant that plant that","","False","cat3"
"ssra","4096","0.1","5","11309","alo thatroductionWhnalupICEF that plant plant that plant","","False","cat3"
"ssra","4096","0.1","6","84056","alo thatforest thatICEFWhroduction that plant thatforestICEF","","False","cat3"
"ssra","4096","0.1","7","96812","Whroduction thatICEFWhroduction""). thatforestWhforest plant","","False","cat3"
"ssra","4096","0.1","8","38030","Whroduction thatICEFWhroduction""). that plant that plant that","","False","cat3"
"ssra","4096","0.1","9","47349","Whroduction thatICEFWhroduction""). thatforest that plant plant","","False","cat3"
"ssra","4096","0.1","10","78262","Whroduction thatICEFWhroductionWhroduction that plant plant plant","","False","cat3"
"ssra","4096","0.1","11","60514","Whroduction thatICEFWhroduction""). thatforestWhforest plant","","False","cat3"
"ssra","4096","0.1","12","31928","Whroduction thatICEFWhroduction""). that plant that plant that","","False","cat3"
"ssra","4096","0.1","13","71942","Whroduction thatICEFWhroductionWhroduction thatforestWh plant","","False","cat3"
"ssra","4096","0.1","14","26145","Whroduction thatICEFWhroductionWhroduction that plant plant plant","","False","cat3"
"ssra","4096","0.1","15","14994","alo thatforest thatICEFWhroduction thatforest thatforest that","","False","cat3"
"ssra","4096","0.1","16","98727","Whroduction thatICEFWhroduction""). that plant that plant that","","False","cat3"
"ssra","4096","0.1","17","96136","alo thatforest thatICEFWhroduction thatforest thatforest that","","False","cat3"
"ssra","4096","0.1","18","36276","Whroduction thatICEFWhroduction""). that plant that plant plant","","False","cat3"
"ssra","4096","0.1","19","26063","Whroduction thatICEFWhroduction""). that plant that plant plant","","False","cat3"
"ssra","4096","0.5","0","54523","Wh plant that)|Wh plant that plant that plant that plant","","False","cat3"
"ssra","4096","0.5","1","33830","Wh plant that)|Wh thatforest that plant thatforest plant","","False","cat3"
"ssra","4096","0.5","2","96234","Wh plant that)|Wh plantup under that plant that plant","","False","cat3"
"ssra","4096","0.5","3","89827","Wh plant that plantWh thatforest that plant thatforest plant","","False","cat3"
"ssra","4096","0.5","4","10779","Wh plant that plantWh plant that,"" other plant that plant","","False","cat3"
"ssra","4096","0.5","5","18027"," that that that that that to plant that and that
 that","","False","cat3"
"ssra","4096","0.5","6","75133","Wh plant that)|Wh thatforest that plant thatforestICEF","","False","cat3"
"ssra","4096","0.5","7","53425","Wh plant that)|Wh plant that plant that plant that plant","","False","cat3"
"ssra","4096","0.5","8","91905","Wh plant that,""""). thatforest that plant that plant that","","False","cat3"
"ssra","4096","0.5","9","79829","Wh plant that)|Wh thatforest that plant thatforest plant","","False","cat3"
"ssra","4096","0.5","10","21068","m that that that that to plant that and that
 that","","False","cat3"
"ssra","4096","0.5","11","21418","Wh plant thatforest thatforest thatICEFgICEF to"").","","False","cat3"
"ssra","4096","0.5","12","51439","Wh plant that plantWh plantup plant that plant that
","","False","cat3"
"ssra","4096","0.5","13","99591","Wh plant that plantWh thatforest that plant that plant that","","False","cat3"
"ssra","4096","0.5","14","16954","Wh plant that)|Wh thatforest that plant thatforestICEF","","False","cat3"
"ssra","4096","0.5","15","54959","Wh plant that)|Wh thatforest that plant that plant that","","False","cat3"
"ssra","4096","0.5","16","86593","Wh plant that)|Wh thatforest that plant that plant that","","False","cat3"
"ssra","4096","0.5","17","99937","Wh plant that)|Wh thatforest that plant thatforestICEF","","False","cat3"
"ssra","4096","0.5","18","92082","Wh plant that)|Wh thatforest that plant that plant that","","False","cat3"
"ssra","4096","0.5","19","56529","Wh plant that)|Wh plant that,"" that plant that
","","False","cat3"
"ssra","4096","0.9","0","11922"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","1","96071"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","2","39228"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","3","18269"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","4","25570"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","5","94706"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","6","69682"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","7","65843"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","8","89027"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","9","27952"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","10","19013"," of plant that that that to plant that toced of
","","False","cat3"
"ssra","4096","0.9","11","25304"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","12","51305"," thatforest that plant that plant that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","13","43056"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","14","48303"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","15","43426"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","16","77361"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","17","51924"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","18","34748"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","4096","0.9","19","25217"," thatforest that plant thatforest that plant that plant that plant","","False","cat3"
"ssra","8192","0.1","0","91636","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","1","64481","aware that that thatawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.1","2","84182","aware that that that thatawareawareawareawareawareaware that","","False","cat3"
"ssra","8192","0.1","3","83943","aware that that that thatawareawareawareawareawareaware that","","False","cat3"
"ssra","8192","0.1","4","53786","aware that that that thatawareawareawareawareawareaware that","","False","cat3"
"ssra","8192","0.1","5","93514","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","6","72575","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","7","91139","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","8","83568","aware that that that thatawareawareawareawareawareaware that","","False","cat3"
"ssra","8192","0.1","9","23097","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","10","31369","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","11","10316","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","12","32418","aware that that that thatawareawareawareawareawareaware that","","False","cat3"
"ssra","8192","0.1","13","17932","aware that that that thatawareawareawareawareawareaware that","","False","cat3"
"ssra","8192","0.1","14","55262","aware that that that thatawareawareawareawareawareaware that","","False","cat3"
"ssra","8192","0.1","15","87726","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","16","76287","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","17","69796","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","18","93225","aware that that that thatawareawareaware that that that that","","False","cat3"
"ssra","8192","0.1","19","29237","aware that that that thatawareawareawareawareawareaware that","","False","cat3"
"ssra","8192","0.5","0","64131","awareawareaware thatawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","1","43532","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","2","23062","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","3","89060","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","4","16854","awareawareaware thatawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","5","90772","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","6","70909","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","7","79901","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","8","88567","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","9","86002","awareawareaware thatawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","10","16669","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","11","22966","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","12","88618","awareawareaware thatawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","13","12071"," that that that that that that that that that that that that","","False","cat3"
"ssra","8192","0.5","14","29692","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","15","59458","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","16","65823","awareawareaware thatawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","17","36620","awareawareaware thatawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","18","25735","awareawareaware thatawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.5","19","33495","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","0","17532","awareawareawareawareawareawareaware thatawareaware that that","","False","cat3"
"ssra","8192","0.9","1","65831","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","2","61341","awareawareawareawareawareawareaware thatawareaware that that","","False","cat3"
"ssra","8192","0.9","3","65957","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","4","78908","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","5","41112","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","6","61813","awareawareawareawareawareawareaware thataware that that that","","False","cat3"
"ssra","8192","0.9","7","50850","awareawareawareawareawareawareaware thatawareaware that that","","False","cat3"
"ssra","8192","0.9","8","13962","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","9","63508","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","10","53727","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","11","57656","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","12","69329","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","13","42397","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","14","67508","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","15","61244","awareawareawareawareawareawareaware thatawareaware that that","","False","cat3"
"ssra","8192","0.9","16","19275","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","17","62211","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","18","14354","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","8192","0.9","19","21885","awareawareawareawareawareawareaware thatawareawareaware that","","False","cat3"
"ssra","16384","0.1","0","79872","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","1","79256","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","2","43258","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","3","34556","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","4","64913","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","5","96886","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","6","89730","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","7","31105","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","8","79421","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","9","96745","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","10","97302","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","11","70197","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","12","29865","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","13","14363","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","14","86129","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","15","90860","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","16","47792","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","17","32714","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","18","66856","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.1","19","54437","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","0","74351","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","1","96293","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","2","21252","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","3","20538","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","4","28725","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","5","57219","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","6","31084","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","7","96406","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","8","87845","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","9","61002","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","10","87235","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","11","27587","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","12","38075","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","13","43577","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","14","51476","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","15","62197","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","16","86494","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","17","17759","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","18","10429","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.5","19","71913","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
"ssra","16384","0.9","0","36176","forestforestforestforestforestforestforestforestforestforestforestforest","","False","cat3"
